458,gid458,-40,-164,0
459,gid459,-40,-160,0
460,gid460,-40,-156,0
461,gid461,-40,-152,0
462,gid462,-40,-148,0
463,gid463,-40,-144,0
464,gid464,-40,-140,0
465,gid465,-40,-136,0
466,gid466,-40,-132,0
467,gid467,-40,-128,0
468,gid468,-40,-124,0
469,gid469,-40,-120,0
470,gid470,-40,-116,0
471,gid471,-40,-112,0
472,gid472,-40,-108,0
473,gid473,-40,-104,0
474,gid474,-40,-100,0
475,gid475,-40,-96,0
476,gid476,-40,-92,0
477,gid477,-40,-88,0
478,gid478,-40,-84,0
479,gid479,-40,-80,0
480,gid480,-40,-76,0
481,gid481,-40,-72,0
482,gid482,-40,-68,0
483,gid483,-40,-64,0
484,gid484,-40,-60,0
485,gid485,-40,-56,0
486,gid486,-40,-52,0
487,gid487,-40,-48,0
488,gid488,-40,-44,0
489,gid489,-40,-40,0
490,gid490,-40,-36,0
491,gid491,-40,-32,0
492,gid492,-40,-28,0
493,gid493,-40,-24,0
494,gid494,-40,-20,0
495,gid495,-40,-16,0
496,gid496,-40,-12,0
497,gid497,-40,-8,0
498,gid498,-40,-4,0
499,gid499,-40,0,0
500,gid500,-40,4,0
501,gid501,-40,8,0
502,gid502,-40,12,0
503,gid503,-40,16,0
504,gid504,-40,20,0
505,gid505,-40,24,0
506,gid506,-40,28,0
507,gid507,-40,32,0
508,gid508,-40,36,0
509,gid509,-40,40,0
510,gid510,-40,44,0
511,gid511,-40,48,0
512,gid512,-40,52,0
513,gid513,-40,56,0
514,gid514,-40,60,0
515,gid515,-40,64,0
516,gid516,-40,68,0
517,gid517,-40,72,0
518,gid518,-40,76,0
519,gid519,-40,80,0
520,gid520,-40,84,0
521,gid521,-40,88,0
522,gid522,-40,92,0
523,gid523,-40,96,0
524,gid524,-40,100,0
525,gid525,-40,104,0
526,gid526,-40,108,0
527,gid527,-40,112,0
528,gid528,-40,116,0
529,gid529,-40,120,0
530,gid530,-40,124,0
531,gid531,-40,128,0
532,gid532,-40,132,0
533,gid533,-40,136,0
534,gid534,-40,140,0
535,gid535,-40,144,0
536,gid536,-40,148,0
537,gid537,-40,152,0
538,gid538,-40,156,0
539,gid539,-40,160,0
540,gid540,-40,164,0
541,gid541,-40,168,0
542,gid542,-40,172,0
543,gid543,-40,176,0
544,gid544,-36,-180,0
545,gid545,-36,-176,0
546,gid546,-36,-172,0
547,gid547,-36,-168,0
548,gid548,-36,-164,0
549,gid549,-36,-160,0
550,gid550,-36,-156,0
551,gid551,-36,-152,0
552,gid552,-36,-148,0
553,gid553,-36,-144,0
554,gid554,-36,-140,0
555,gid555,-36,-136,0
556,gid556,-36,-132,0
557,gid557,-36,-128,0
558,gid558,-36,-124,0
559,gid559,-36,-120,0
560,gid560,-36,-116,0
561,gid561,-36,-112,0
562,gid562,-36,-108,0
563,gid563,-36,-104,0
564,gid564,-36,-100,0
565,gid565,-36,-96,0
566,gid566,-36,-92,0
567,gid567,-36,-88,0
568,gid568,-36,-84,0
569,gid569,-36,-80,0
570,gid570,-36,-76,0
571,gid571,-36,-72,0
572,gid572,-36,-68,0
573,gid573,-36,-64,0
574,gid574,-36,-60,0
575,gid575,-36,-56,0
576,gid576,-36,-52,0
577,gid577,-36,-48,0
578,gid578,-36,-44,0
579,gid579,-36,-40,0
580,gid580,-36,-36,0
581,gid581,-36,-32,0
582,gid582,-36,-28,0
583,gid583,-36,-24,0
584,gid584,-36,-20,0
585,gid585,-36,-16,0
586,gid586,-36,-12,0
