827,1191,861,3,0
827,1192,861,3,0
827,1214,861,3,0
827,1215,793,0,3
827,1227,861,3,0
827,1233,861,3,0
827,1247,861,3,0
828,1157,862,3,0
828,1160,862,3,0
828,1164,862,3,0
828,1166,862,3,0
828,1167,862,3,0
828,1194,862,3,0
828,1200,862,3,0
828,1208,862,3,0
828,1217,862,3,0
828,1238,862,3,0
828,1255,862,3,0
829,1195,863,3,0
829,1205,863,3,0
829,1234,863,3,0
829,1236,863,3,0
830,1170,864,3,0
830,1210,864,3,0
830,1225,864,3,0
830,1235,864,3,0
831,1180,865,3,0
831,1183,865,3,0
832,1177,866,3,0
842,1182,841,1,2
843,1182,809,0,3
852,1212,886,3,0
854,1250,853,1,2
855,1250,821,0,3
859,1231,860,2,1
863,1199,864,2,1
865,1250,831,0,3
866,1250,832,0,3
867,1250,833,0,3
868,1250,834,0,3
870,1212,871,2,1
876,1182,875,1,2
876,1246,875,1,2
877,1182,843,0,3
878,1246,877,1,2
879,1246,880,2,1
885,1212,886,2,1
886,1212,1212,4,0
888,1250,887,1,2
889,1181,923,3,0
891,1199,890,1,2
894,1172,928,3,0
894,1202,928,3,0
895,1169,929,3,0
895,1173,929,3,0
895,1184,929,3,0
895,1186,929,3,0
895,1191,929,3,0
895,1192,929,3,0
895,1214,929,3,0
895,1227,929,3,0
895,1233,929,3,0
895,1247,929,3,0
896,1157,930,3,0
896,1158,930,3,0
896,1160,930,3,0
896,1164,930,3,0
896,1166,930,3,0
896,1167,930,3,0
896,1175,930,3,0
896,1181,930,3,0
896,1194,930,3,0
896,1198,930,3,0
896,1200,930,3,0
896,1201,930,3,0
896,1203,930,3,0
896,1207,930,3,0
896,1208,930,3,0
896,1217,930,3,0
896,1223,930,3,0
896,1238,930,3,0
896,1242,930,3,0
896,1251,930,3,0
896,1255,930,3,0
897,1171,931,3,0
897,1195,931,3,0
897,1197,931,3,0
897,1205,931,3,0
897,1211,931,3,0
897,1234,931,3,0
897,1236,931,3,0
897,1243,931,3,0
898,1170,932,3,0
898,1210,932,3,0
898,1225,932,3,0
898,1235,932,3,0
899,1180,933,3,0
899,1183,933,3,0
900,1177,934,3,0
904,1250,905,2,1
910,1182,909,1,2
910,1246,909,1,2
911,1182,877,0,3
912,1246,911,1,2
922,1250,921,1,2
925,1199,924,1,2
927,1178,928,2,1
931,1199,930,1,2
934,1199,935,2,1
935,1216,936,2,1
944,1182,943,1,2
944,1246,943,1,2
945,1182,911,0,3
946,1246,945,1,2
950,1246,951,2,1
959,1199,958,1,2
962,1202,996,3,0
962,1231,928,0,3
963,1169,997,3,0
963,1173,997,3,0
963,1184,997,3,0
963,1186,997,3,0
963,1191,997,3,0
963,1192,997,3,0
963,1214,997,3,0
963,1227,997,3,0
963,1233,997,3,0
963,1247,997,3,0
964,1157,998,3,0
964,1158,998,3,0
964,1160,998,3,0
964,1164,998,3,0
964,1166,998,3,0
964,1167,998,3,0
964,1175,998,3,0
964,1181,998,3,0
964,1194,998,3,0
964,1198,998,3,0
964,1200,998,3,0
964,1201,998,3,0
964,1203,998,3,0
964,1207,998,3,0
964,1208,998,3,0
964,1217,998,3,0
964,1223,998,3,0
964,1238,998,3,0
964,1242,998,3,0
964,1251,998,3,0
964,1255,998,3,0
965,1163,999,3,0
965,1171,999,3,0
965,1189,999,3,0
965,1195,999,3,0
965,1197,999,3,0
965,1205,999,3,0
965,1211,999,3,0
965,1221,999,3,0
965,1234,999,3,0
965,1236,999,3,0
965,1243,999,3,0
965,1249,999,3,0
966,1162,1000,3,0
966,1170,1000,3,0
966,1179,1000,3,0
966,1209,1000,3,0
966,1210,1000,3,0
966,1225,1000,3,0
966,1235,1000,3,0
966,1237,1000,3,0
966,1241,1000,3,0
967,1180,1001,3,0
967,1183,1001,3,0
968,1177,1002,3,0
968,1250,967,1,2
978,1182,977,1,2
978,1246,977,1,2
979,1182,945,0,3
980,1246,979,1,2
984,1246,985,2,1
993,1190,994,2,1
993,1199,992,1,2
995,1222,996,2,1
995,1228,996,2,1
995,1252,996,2,1
999,1199,998,1,2
1002,1250,1001,1,2
1004,1199,970,0,3
1012,1182,1011,1,2
1012,1246,1011,1,2
1013,1182,979,0,3
1014,1246,1013,1,2
1027,1199,1026,1,2
1030,1172,996,0,3
1030,1178,996,0,3
1030,1202,1064,3,0
1030,1231,996,0,3
1031,1169,1065,3,0
1031,1173,1065,3,0
1031,1184,1065,3,0
1031,1186,1065,3,0
1031,1191,1065,3,0
1031,1192,1065,3,0
1031,1214,1065,3,0
1031,1227,1065,3,0
1031,1233,1065,3,0
1031,1247,1065,3,0
1032,1157,1066,3,0
1032,1158,1066,3,0
1032,1160,1066,3,0
1032,1164,1066,3,0
1032,1166,1066,3,0
1032,1167,1066,3,0
1032,1175,1066,3,0
1032,1181,1066,3,0
1032,1194,1066,3,0
1032,1198,1066,3,0
1032,1200,1066,3,0
1032,1201,1066,3,0
1032,1203,1066,3,0
1032,1207,1066,3,0
1032,1208,1066,3,0
1032,1217,1066,3,0
1032,1223,1066,3,0
1032,1238,1066,3,0
1032,1242,1066,3,0
1032,1251,1066,3,0
1032,1255,1066,3,0
1033,1156,1067,3,0
1033,1163,1067,3,0
1033,1171,1067,3,0
1033,1189,1067,3,0
1033,1195,1067,3,0
1033,1197,1067,3,0
1033,1205,1067,3,0
1033,1211,1067,3,0
1033,1221,1067,3,0
1033,1234,1067,3,0
1033,1236,1067,3,0
1033,1243,1067,3,0
1033,1249,1067,3,0
1034,1162,1068,3,0
1034,1170,1068,3,0
1034,1179,1068,3,0
1034,1209,1068,3,0
1034,1224,1068,3,0
1034,1235,1068,3,0
1034,1237,1068,3,0
1034,1241,1068,3,0
1035,1180,1069,3,0
1035,1183,1069,3,0
1036,1177,1070,3,0
1038,1199,1004,0,3
1041,1193,1042,2,1
1041,1212,1042,2,1
1046,1182,1045,1,2
1046,1246,1045,1,2
1047,1182,1013,0,3
1048,1246,1047,1,2
1055,1254,1021,0,3
1056,1246,1022,0,3
1061,1199,1060,1,2
1067,1199,1066,1,2
1074,1199,1040,0,3
1080,1182,1079,1,2
1080,1246,1079,1,2
1081,1182,1047,0,3
1082,1246,1081,1,2
1087,1218,1086,1,2
1090,1246,1056,0,3
1095,1199,1094,1,2
1098,1172,1064,0,3
1098,1178,1064,0,3
1098,1202,1132,3,0
1098,1231,1064,0,3
1098,1252,1064,0,3
1099,1169,1133,3,0
1099,1173,1133,3,0
1099,1184,1133,3,0
1099,1186,1133,3,0
1099,1191,1133,3,0
1099,1192,1133,3,0
1099,1214,1133,3,0
1099,1233,1133,3,0
1100,1157,1134,3,0
1100,1158,1134,3,0
1100,1160,1134,3,0
1100,1166,1134,3,0
1100,1167,1134,3,0
1100,1175,1134,3,0
1100,1181,1134,3,0
1100,1194,1134,3,0
1100,1198,1134,3,0
1100,1200,1134,3,0
1100,1201,1134,3,0
1100,1203,1134,3,0
1100,1207,1134,3,0
1100,1208,1134,3,0
1100,1217,1134,3,0
1100,1223,1134,3,0
1100,1238,1134,3,0
1100,1242,1134,3,0
1100,1251,1134,3,0
1100,1255,1134,3,0
1101,1156,1135,3,0
1101,1163,1135,3,0
1101,1171,1135,3,0
1101,1189,1135,3,0
1101,1195,1135,3,0
1101,1197,1135,3,0
1101,1205,1135,3,0
1101,1211,1135,3,0
1101,1221,1135,3,0
1101,1236,1135,3,0
1101,1243,1135,3,0
1101,1249,1135,3,0
1102,1162,1136,3,0
1102,1170,1136,3,0
1102,1179,1136,3,0
1102,1209,1136,3,0
1102,1224,1136,3,0
1102,1235,1136,3,0
1102,1237,1136,3,0
1102,1241,1136,3,0
1104,1177,1138,3,0
1108,1199,1074,0,3
1114,1182,1113,1,2
1114,1246,1113,1,2
1115,1182,1081,0,3
1116,1246,1115,1,2
1126,1246,1092,0,3
1129,1199,1128,1,2
1135,1199,1134,1,2
1136,1168,1137,2,1
1145,1199,1111,0,3
1148,1182,1147,1,2
1148,1246,1147,1,2
1149,1182,1115,0,3
1150,1246,1149,1,2
1152,1181,1153,2,1
1156,1158,677,0,4
1156,1163,711,0,4
1156,1207,677,0,4
1157,1181,108,0,4
1158,1156,676,0,4
1158,1163,244,0,4
1158,1189,244,0,4
1158,1236,643,0,4
1163,1156,711,0,4
1163,1248,677,0,4
1164,1181,5,0,4
1164,1235,371,0,4
1165,1250,853,0,4
1166,1169,574,0,4
1167,1169,539,0,4
1167,1181,74,0,4
1169,1159,573,0,4
1169,1160,573,0,4
1169,1166,574,0,4
1169,1167,573,0,4
1169,1172,573,0,4
1169,1174,573,0,4
1169,1178,573,0,4
1169,1184,573,0,4
1169,1190,573,0,4
1169,1192,573,0,4
1169,1200,573,0,4
1169,1208,573,0,4
1169,1214,573,0,4
1169,1215,573,0,4
1169,1217,573,0,4
1169,1222,573,0,4
1169,1227,573,0,4
1169,1228,573,0,4
1169,1231,573,0,4
1169,1246,573,0,4
1169,1247,108,0,4
1169,1252,573,0,4
1169,1254,573,0,4
1177,1246,271,0,4
1179,1235,276,0,4
1179,1243,643,0,4
1180,1171,203,0,4
1180,1196,203,0,4
1180,1201,203,0,4
1180,1211,203,0,4
1180,1242,203,0,4
1180,1251,203,0,4
1181,1157,176,0,4
1181,1164,176,0,4
1181,1167,176,0,4
1181,1170,176,0,4
1181,1180,176,0,4
1181,1183,176,0,4
1181,1190,642,0,4
1181,1195,176,0,4
1181,1199,210,0,4
1181,1205,176,0,4
1181,1208,176,0,4
1181,1229,176,0,4
1181,1234,176,0,4
1181,1235,176,0,4
1181,1236,176,0,4
1182,1165,707,0,4
1182,1193,707,0,4
1182,1212,707,0,4
1182,1213,707,0,4
1182,1220,707,0,4
1182,1226,707,0,4
1182,1230,707,0,4
1182,1250,707,0,4
1184,1169,573,0,4
1192,1169,573,0,4
1192,1246,572,0,4
1195,1181,73,0,4
1196,1237,243,0,4
1196,1246,243,0,4
1197,1205,575,0,4
1199,1173,210,0,4
1199,1181,210,0,4
1199,1201,210,0,4
1199,1223,243,0,4
1199,1240,210,0,4
1199,1245,210,0,4
1199,1251,676,0,4
1201,1199,210,0,4
1205,1197,439,0,4
1205,1224,439,0,4
1207,1156,676,0,4
1208,1169,471,0,4
1208,1181,6,0,4
1209,1160,577,0,4
1209,1184,577,0,4
1209,1192,577,0,4
1209,1214,577,0,4
1210,1234,1092,0,4
1211,1246,242,0,4
1212,1156,886,0,4
1212,1158,886,0,4
1212,1162,886,0,4
1212,1163,886,0,4
1212,1171,886,0,4
1212,1173,886,0,4
1212,1175,886,0,4
1212,1179,886,0,4
1212,1181,886,0,4
1212,1182,886,0,4
1212,1187,886,0,4
1212,1189,886,0,4
1212,1196,886,0,4
1212,1197,886,0,4
1212,1198,886,0,4
1212,1199,886,0,4
1212,1201,886,0,4
1212,1202,886,0,4
1212,1203,886,0,4
1212,1207,886,0,4
1212,1209,886,0,4
1212,1211,886,0,4
1212,1219,886,0,4
1212,1221,886,0,4
1212,1223,886,0,4
1212,1224,886,0,4
1212,1237,886,0,4
1212,1241,886,0,4
1212,1242,886,0,4
1212,1243,886,0,4
1212,1249,886,0,4
1212,1251,886,0,4
1212,1255,886,0,4
1221,1246,677,0,4
1223,1199,243,0,4
1224,1205,543,0,4
1227,1169,437,0,4
1233,1246,640,0,4
1234,1181,5,0,4
1234,1210,1094,0,4
1235,1164,371,0,4
1235,1179,305,0,4
1236,1158,507,0,4
1237,1196,243,0,4
1243,1179,643,0,4
1243,1249,643,0,4
1246,1157,262,0,4
1246,1158,262,0,4
1246,1162,262,0,4
1246,1164,262,0,4
1246,1166,262,0,4
1246,1167,262,0,4
1246,1169,262,0,4
1246,1170,262,0,4
1246,1171,229,0,4
1246,1172,262,0,4
1246,1175,229,0,4
1246,1177,262,0,4
1246,1179,262,0,4
1246,1180,229,0,4
1246,1181,229,0,4
1246,1183,229,0,4
1246,1187,262,0,4
1246,1192,262,0,4
1246,1194,262,0,4
1246,1195,262,0,4
1246,1196,262,0,4
1246,1197,229,0,4
1246,1198,229,0,4
1246,1199,262,0,4
1246,1200,262,0,4
1246,1201,229,0,4
1246,1203,229,0,4
1246,1205,262,0,4
1246,1207,262,0,4
1246,1208,262,0,4
1246,1209,262,0,4
1246,1210,229,0,4
1246,1211,262,0,4
1246,1217,262,0,4
1246,1221,725,0,4
1246,1223,262,0,4
1246,1224,262,0,4
1246,1225,229,0,4
1246,1227,262,0,4
1246,1229,229,0,4
1246,1231,262,0,4
1246,1233,262,0,4
1246,1234,262,0,4
1246,1235,262,0,4
1246,1236,262,0,4
1246,1237,262,0,4
1246,1238,262,0,4
1246,1241,262,0,4
1246,1242,229,0,4
1246,1243,262,0,4
1246,1247,262,0,4
1246,1249,262,0,4
1246,1251,229,0,4
1246,1255,229,0,4
1247,1169,1128,0,4
1248,1163,651,0,4
1249,1243,643,0,4
1250,1165,853,0,4
1250,1190,920,0,4
1250,1222,920,0,4
1250,1231,920,0,4
1251,1199,676,0,4
