7,1199,6,0,1
10,1172,1132,3,3
10,1178,1132,3,3
10,1202,44,2,0
10,1231,1132,3,3
10,1252,1132,3,3
11,1169,45,2,0
11,1173,45,2,0
11,1184,45,2,0
11,1186,45,2,0
11,1191,45,2,0
11,1192,45,2,0
11,1214,45,2,0
11,1233,45,2,0
12,1157,46,2,0
12,1158,46,2,0
12,1160,46,2,0
12,1166,46,2,0
12,1167,46,2,0
12,1175,46,2,0
12,1181,46,2,0
12,1194,46,2,0
12,1196,46,2,0
12,1198,46,2,0
12,1200,46,2,0
12,1201,46,2,0
12,1203,46,2,0
12,1207,46,2,0
12,1217,46,2,0
12,1223,46,2,0
12,1238,46,2,0
12,1242,46,2,0
12,1251,46,2,0
12,1255,46,2,0
13,1156,47,2,0
13,1163,47,2,0
13,1171,47,2,0
13,1189,47,2,0
13,1197,47,2,0
13,1211,47,2,0
13,1221,47,2,0
13,1236,47,2,0
13,1243,47,2,0
13,1249,47,2,0
14,1162,48,2,0
14,1179,48,2,0
14,1209,48,2,0
14,1224,48,2,0
14,1237,48,2,0
14,1241,48,2,0
16,1177,50,2,0
23,1199,24,1,0
26,1182,25,0,1
26,1246,25,0,1
27,1182,1149,3,3
28,1246,27,0,1
41,1199,40,1,2
43,1204,44,2,1
43,1219,44,2,1
47,1199,46,1,2
57,1199,58,2,1
60,1246,59,1,2
62,1246,61,1,2
75,1199,74,1,2
75,1246,41,0,3
78,1172,44,0,3
78,1178,44,0,3
78,1202,112,3,0
78,1231,44,0,3
78,1252,44,0,3
79,1173,113,3,0
79,1191,113,3,0
79,1233,113,3,0
80,1158,114,3,0
80,1166,114,3,0
80,1175,114,3,0
80,1181,114,3,0
80,1196,114,3,0
80,1198,114,3,0
80,1201,114,3,0
80,1203,114,3,0
80,1207,114,3,0
80,1223,114,3,0
80,1238,114,3,0
80,1242,114,3,0
80,1251,114,3,0
80,1255,114,3,0
81,1156,115,3,0
81,1163,115,3,0
81,1171,115,3,0
81,1187,115,3,0
81,1189,115,3,0
81,1197,115,3,0
81,1211,115,3,0
81,1221,115,3,0
81,1243,115,3,0
81,1249,115,3,0
82,1162,116,3,0
82,1179,116,3,0
82,1209,116,3,0
82,1224,116,3,0
82,1237,116,3,0
82,1241,116,3,0
91,1199,92,2,1
94,1246,93,1,2
96,1246,95,1,2
109,1199,108,1,2
110,1246,111,2,1
115,1199,114,1,2
125,1199,126,2,1
128,1246,127,1,2
130,1246,129,1,2
143,1199,142,1,2
144,1246,145,2,1
146,1172,112,0,3
146,1178,112,0,3
146,1204,112,0,3
146,1219,112,0,3
146,1231,112,0,3
146,1252,112,0,3
147,1161,181,3,0
147,1173,181,3,0
147,1232,181,3,0
148,1158,182,3,0
148,1175,182,3,0
148,1181,182,3,0
148,1196,182,3,0
148,1198,182,3,0
148,1201,182,3,0
148,1203,182,3,0
148,1207,182,3,0
148,1223,182,3,0
148,1242,182,3,0
148,1251,182,3,0
149,1156,183,3,0
149,1163,183,3,0
149,1171,183,3,0
149,1176,183,3,0
149,1187,183,3,0
149,1189,183,3,0
149,1197,183,3,0
149,1211,183,3,0
149,1221,183,3,0
149,1243,183,3,0
149,1249,183,3,0
150,1162,184,3,0
150,1179,184,3,0
150,1209,184,3,0
150,1224,184,3,0
150,1237,184,3,0
150,1241,184,3,0
157,1225,158,2,1
159,1199,160,2,1
162,1246,161,1,2
164,1246,163,1,2
171,1181,172,2,1
172,1181,173,2,1
173,1181,174,2,1
174,1181,175,2,1
175,1181,176,2,1
175,1245,176,2,1
176,1181,1181,4,0
177,1199,176,1,2
178,1246,179,2,1
183,1199,182,1,2
193,1199,194,2,1
194,1169,228,3,0
196,1246,195,1,2
198,1246,197,1,2
206,1180,205,1,2
211,1199,210,1,2
211,1218,210,1,2
212,1246,213,2,1
214,1172,180,0,3
214,1178,180,0,3
214,1202,180,0,3
214,1204,180,0,3
214,1219,180,0,3
214,1231,180,0,3
214,1252,180,0,3
215,1161,249,3,0
215,1232,249,3,0
216,1239,250,3,0
217,1156,251,3,0
217,1163,251,3,0
217,1176,251,3,0
217,1187,251,3,0
217,1189,251,3,0
217,1216,251,3,0
217,1221,251,3,0
217,1248,251,3,0
218,1162,252,3,0
218,1179,252,3,0
218,1205,184,0,3
218,1209,252,3,0
218,1224,252,3,0
218,1237,252,3,0
218,1241,252,3,0
223,1229,224,2,1
226,1169,260,3,0
227,1199,228,2,1
228,1169,262,3,0
230,1246,229,1,2
233,1169,267,3,0
238,1246,271,3,2
239,1246,238,1,1
245,1246,246,2,1
252,1205,218,0,3
258,1169,292,3,0
262,1169,296,3,0
264,1246,263,1,2
266,1246,265,1,2
267,1169,301,3,0
267,1246,266,1,2
268,1246,267,1,2
269,1246,268,1,2
270,1246,269,1,2
271,1246,270,1,2
278,1158,244,0,3
279,1246,280,2,1
282,1172,248,0,3
282,1178,248,0,3
282,1202,248,0,3
282,1204,248,0,3
282,1219,248,0,3
282,1231,248,0,3
282,1252,248,0,3
283,1161,317,3,0
283,1232,317,3,0
284,1213,318,3,0
284,1218,318,3,0
284,1239,318,3,0
285,1176,319,3,0
285,1216,319,3,0
285,1226,319,3,0
285,1248,319,3,0
286,1158,252,0,3
286,1193,320,3,0
286,1205,252,0,3
287,1158,253,0,3
288,1158,254,0,3
295,1168,294,1,2
296,1169,330,3,0
298,1246,297,1,2
300,1246,299,1,2
301,1169,335,3,0
301,1246,300,1,2
330,1169,364,3,0
332,1246,331,1,2
334,1246,333,1,2
335,1169,369,3,0
335,1246,334,1,2
345,1246,379,3,0
350,1178,316,0,3
350,1202,316,0,3
350,1204,316,0,3
350,1219,316,0,3
350,1252,316,0,3
351,1161,385,3,0
351,1232,385,3,0
352,1213,386,3,0
352,1218,386,3,0
352,1239,386,3,0
353,1176,387,3,0
353,1216,387,3,0
353,1226,387,3,0
353,1230,387,3,0
353,1248,387,3,0
354,1165,388,3,0
354,1193,388,3,0
354,1220,388,3,0
354,1244,388,3,0
355,1212,389,3,0
366,1246,365,1,2
368,1246,367,1,2
369,1169,403,3,0
369,1246,368,1,2
377,1246,411,3,0
378,1186,377,1,2
402,1246,401,1,2
403,1169,437,3,0
403,1246,402,1,2
405,1168,404,1,2
418,1202,384,0,3
418,1204,384,0,3
418,1219,384,0,3
418,1252,384,0,3
419,1161,453,3,0
419,1232,453,3,0
420,1213,454,3,0
420,1218,454,3,0
420,1239,454,3,0
421,1176,455,3,0
421,1216,455,3,0
421,1226,455,3,0
421,1230,455,3,0
421,1248,455,3,0
422,1165,456,3,0
422,1193,456,3,0
422,1220,456,3,0
422,1244,456,3,0
423,1212,457,3,0
436,1246,435,1,2
437,1169,471,3,0
437,1246,436,1,2
467,1169,468,2,1
470,1169,471,2,1
470,1246,469,1,2
471,1169,505,3,0
471,1246,470,1,2
477,1246,511,3,0
482,1158,481,1,2
486,1172,520,3,0
486,1202,452,0,3
486,1204,452,0,3
486,1219,452,0,3
487,1161,521,3,0
487,1232,521,3,0
488,1213,522,3,0
488,1218,522,3,0
488,1239,522,3,0
489,1176,523,3,0
489,1216,523,3,0
489,1226,523,3,0
489,1230,523,3,0
489,1248,523,3,0
490,1165,524,3,0
490,1193,524,3,0
490,1220,524,3,0
490,1244,524,3,0
491,1212,525,3,0
501,1169,502,2,1
504,1169,505,2,1
505,1169,539,3,0
505,1246,504,1,2
516,1158,515,1,2
535,1169,536,2,1
538,1169,539,2,1
539,1169,573,3,0
539,1246,538,1,2
546,1209,545,1,2
550,1158,549,1,2
554,1172,588,3,0
554,1202,520,0,3
554,1204,520,0,3
554,1219,520,0,3
555,1161,589,3,0
555,1173,521,0,3
555,1191,521,0,3
555,1232,589,3,0
555,1233,521,0,3
556,1213,590,3,0
556,1218,590,3,0
556,1239,590,3,0
557,1176,591,3,0
557,1216,591,3,0
557,1226,591,3,0
557,1230,591,3,0
557,1248,591,3,0
558,1165,592,3,0
558,1193,592,3,0
558,1210,592,3,0
558,1220,592,3,0
558,1244,592,3,0
559,1212,593,3,0
560,1158,561,2,1
562,1169,563,2,1
563,1169,564,2,1
564,1169,565,2,1
565,1169,566,2,1
565,1209,566,2,1
566,1169,567,2,1
567,1169,568,2,1
568,1169,569,2,1
569,1169,570,2,1
572,1169,573,2,1
573,1169,1169,4,0
573,1246,572,1,2
576,1209,577,2,1
586,1185,587,2,1
600,1163,601,2,1
607,1246,606,1,2
622,1172,656,3,0
622,1202,588,0,3
622,1204,588,0,3
622,1219,588,0,3
623,1173,589,0,3
623,1227,657,3,0
623,1247,657,3,0
624,1213,658,3,0
624,1218,658,3,0
624,1239,658,3,0
625,1216,659,3,0
625,1226,659,3,0
625,1230,659,3,0
626,1165,660,3,0
626,1193,660,3,0
626,1210,660,3,0
626,1220,660,3,0
626,1225,660,3,0
626,1244,660,3,0
626,1250,660,3,0
627,1180,661,3,0
627,1212,661,3,0
635,1181,636,2,1
641,1246,640,1,2
643,1246,644,2,1
652,1206,653,2,1
660,1168,659,1,2
661,1168,627,0,3
662,1168,628,0,3
675,1246,674,1,2
690,1172,724,3,0
691,1227,725,3,0
691,1247,725,3,0
692,1164,726,3,0
692,1208,726,3,0
692,1213,726,3,0
693,1195,727,3,0
693,1205,727,3,0
693,1226,727,3,0
693,1230,727,3,0
693,1234,727,3,0
694,1165,728,3,0
694,1193,728,3,0
694,1210,728,3,0
694,1220,728,3,0
694,1225,728,3,0
694,1235,728,3,0
694,1244,728,3,0
694,1250,728,3,0
695,1180,729,3,0
695,1212,729,3,0
714,1182,680,0,2
715,1182,681,0,3
740,1182,739,1,2
741,1182,707,0,3
742,1182,708,0,3
743,1182,709,0,3
744,1182,710,0,3
745,1182,711,0,3
746,1182,712,0,3
747,1182,713,0,3
753,1200,752,1,2
758,1172,792,3,0
759,1169,793,3,0
759,1184,793,3,0
759,1186,793,3,0
759,1192,793,3,0
759,1214,793,3,0
759,1227,793,3,0
759,1247,793,3,0
760,1157,794,3,0
760,1160,794,3,0
760,1164,794,3,0
760,1167,794,3,0
760,1200,794,3,0
760,1208,794,3,0
760,1217,794,3,0
761,1195,795,3,0
761,1205,795,3,0
761,1234,795,3,0
761,1236,795,3,0
762,1165,796,3,0
762,1170,796,3,0
762,1210,796,3,0
762,1220,796,3,0
762,1225,796,3,0
762,1235,796,3,0
762,1244,796,3,0
762,1250,796,3,0
763,1180,797,3,0
763,1212,797,3,0
764,1177,798,3,0
774,1182,773,1,2
775,1182,741,0,3
784,1212,818,3,0
789,1174,790,2,1
790,1246,791,2,1
808,1182,807,1,2
809,1182,775,0,3
818,1212,852,3,0
824,1215,790,0,3
826,1172,860,3,0
826,1202,860,3,0
827,1169,861,3,0
827,1184,861,3,0
827,1186,861,3,0
